PARID,Tax Year,Case Number,Reason,Application Date,RESDATE,RESACT,Value in Dispute,VALCASE,Case Status,PROPERTY TYPE,CLASS,REGION,CITYNAME,District,Township,School District,NBHD,Hearing Type,TAXYR (NUMBER),Noticval,Txpyval,Note
012005B408.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B408T,2020,,,11/18/20,,,296000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,296000,,
012005B409.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B409T,2020,,,11/18/20,,,243800,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,243800,,
012005B410.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B410T,2020,,,11/18/20,,,304000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,304000,,
012005B413.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B413T,2020,,,11/18/20,,,301500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,301500,,
012005B414.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B414T,2020,,,11/18/20,,,308000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,308000,,
012005B419.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B419T,2020,,,11/18/20,,,279000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,279000,,
012005B424.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B424T,2020,,,11/18/20,,,307900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,307900,,
012005B427.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B427T,2020,,,11/18/20,,,281100,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,281100,,
012005B429.,2020,,,11/18/20,,,2200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,2200,,
012005B429T,2020,,,11/18/20,,,326300,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04496R01,Informal,2020,326300,,
012005B433.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B433T,2020,,,11/18/20,,,392200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,392200,,
012005B437.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B437T,2020,,,11/18/20,,,399000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,399000,,
012005B438.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B438T,2020,,,11/18/20,,,387600,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,387600,,
012005B439.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B439T,2020,,,11/18/20,,,346600,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,346600,,
012005B440.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B440T,2020,,,11/18/20,,,385300,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,385300,,
012005B441.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B441T,2020,,,11/18/20,,,425400,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,425400,,
012005B442.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,1900,,
012005B442T,2020,,,11/18/20,,,420100,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04498R01,Informal,2020,420100,,
012005D039.,2020,,,11/18/20,,,6600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04487R01,Informal,2020,6600,,
012005D039T,2020,,,11/18/20,,,248500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04487R01,Informal,2020,248500,,
012005E011.,2020,,,11/11/20,,,88500,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04483R01,Informal,2020,88500,,
012005E024.,2020,,,10/30/20,10/30/20,,148900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04483R01,Informal,2020,148900,,
012005E063.,2020,,,11/10/20,,,193100,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04483R01,Informal,2020,193100,,
012006A003.,2020,,,11/7/20,,,622400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467R01,Informal,2020,622400,,
012006B009.,2020,,,11/19/20,,,76810,,,RP,A,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467A01,Informal,2020,76810,,
012006B052.,2020,,,11/25/20,,,125400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04487R01,Informal,2020,125400,,
012007A080.,2020,,,11/17/20,,,128200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467R01,Informal,2020,128200,,
012007B003.,2020,,,11/18/20,,,71300,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467R01,Informal,2020,71300,,
012007D082.,2020,,,11/11/20,,,119200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467R01,Informal,2020,119200,,
012008F065.,2020,,,11/18/20,,,2300,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,2300,,
012008F065T,2020,,,11/18/20,,,299500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,299500,,
012008F080.,2020,,,11/18/20,,,1900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,1900,,
012008F080T,2020,,,11/18/20,,,351000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,351000,,
012008F086.,2020,,,12/3/20,,,2400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,2400,,
012008F086T,2020,,,12/3/20,,,431900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,431900,,
012008F092.,2020,,,11/13/20,,,2100,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,2100,,
012008F092T,2020,,,11/13/20,,,215500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,215500,,
012008F111.,2020,,,12/3/20,,,1600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,1600,,
012008F111T,2020,,,12/3/20,,,313200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,313200,,
012008F112.,2020,,,11/4/20,,,1600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,1600,,
012008F112T,2020,,,11/4/20,,,303900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,303900,,
012008F120.,2020,,,11/18/20,,,4100,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4100,,
012008F120T,2020,,,11/18/20,,,263300,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,263300,,
012008F156.,2020,,,11/18/20,,,1700,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,1700,,
012008F156T,2020,,,11/18/20,,,290600,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,290600,,
012008F194.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F194T,2020,,,11/18/20,,,256100,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,256100,,
012008F197.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F197T,2020,,,11/18/20,,,266900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,266900,,
012008F200.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F200T,2020,,,11/18/20,,,210200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,210200,,
012008F201.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F201T,2020,,,11/18/20,,,223000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,223000,,
012008F209.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F209T,2020,,,11/18/20,,,250300,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,250300,,
012008F212.,2020,,,11/18/20,,,3900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3900,,
012008F212T,2020,,,11/18/20,,,221700,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,221700,,
012008F223.,2020,,,11/18/20,,,3600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3600,,
012008F223T,2020,,,11/18/20,,,276500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,276500,,
012008F230.,2020,,,11/18/20,,,5000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,5000,,
012008F230T,2020,,,11/18/20,,,309700,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,309700,,
012008F240.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F240T,2020,,,11/18/20,,,224800,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,224800,,
012008F246.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F246T,2020,,,11/18/20,,,228200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,228200,,
012008F248.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F248T,2020,,,11/18/20,,,235900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,235900,,
012008F251.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F251T,2020,,,11/18/20,,,223300,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,223300,,
012008F252.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F252T,2020,,,11/18/20,,,236800,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,236800,,
012008F253.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F253T,2020,,,11/18/20,,,228900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,228900,,
012008F254.,2020,,,11/18/20,,,4000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,4000,,
012008F254T,2020,,,11/18/20,,,203500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,203500,,
012008F256.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F256T,2020,,,11/18/20,,,210400,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,210400,,
012008F259.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F259T,2020,,,11/18/20,,,226500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,226500,,
012008F260.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F260T,2020,,,11/18/20,,,234900,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,234900,,
012008F262.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F262T,2020,,,11/18/20,,,303000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,303000,,
012008F263.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F263T,2020,,,11/18/20,,,232100,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,232100,,
012008F264.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F264T,2020,,,11/18/20,,,284800,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,284800,,
012008F265.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F265T,2020,,,11/18/20,,,275700,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,275700,,
012008F266.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F266T,2020,,,11/18/20,,,232100,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,232100,,
012008F267.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F267T,2020,,,11/18/20,,,288800,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,288800,,
012008F269.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F269T,2020,,,11/18/20,,,266400,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,266400,,
012008F271.,2020,,,11/18/20,,,3000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,3000,,
012008F271T,2020,,,11/18/20,,,301000,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,301000,,
012009C056.,2020,,,11/11/20,,,209000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04409R01,Informal,2020,209000,,
012009C076.,2020,,,11/25/20,,,228300,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,228300,,
012009C089.,2020,,,11/11/20,,,219200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04516R01,Informal,2020,219200,,
012010B041.,2020,,,11/25/20,,,141700,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04406R01,Informal,2020,141700,,
012010B120.,2020,,,11/25/20,,,198900,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04406R01,Informal,2020,198900,,
012010B143.,2020,,,11/25/20,,,158800,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04406R01,Informal,2020,158800,,
012010C066.,2020,,,11/25/20,,,196800,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04452R01,Informal,2020,196800,,
012011A104.,2020,,,11/25/20,,,234400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04452R01,Informal,2020,234400,,
012011A115.,2020,,,11/25/20,,,222200,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04435R01,Informal,2020,222200,,
012014E014.,2020,,,11/16/20,,,370600,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04462R01,Informal,2020,370600,,
012016B034.,2020,,,11/25/20,,,14000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04462R01,Informal,2020,14000,,
012016B035.,2020,,,12/4/20,,,30000,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04462R01,Informal,2020,30000,,
012016C020.,2020,,,11/25/20,,,109430,,,RP,A,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04456A01,Informal,2020,109430,,
012020F035.,2020,,,11/11/20,,,422100,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04488R01,Informal,2020,422100,,
014401.002.,2020,,,11/25/20,,,155500,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04452R01,Informal,2020,155500,,
014506.009.,2020,,,11/18/20,,,69600,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04467R01,Informal,2020,69600,,
015521D047.,2020,,,11/25/20,,,190600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04408R01,Informal,2020,190600,,
016704.009J,2020,,,11/17/20,,,109500,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04492R01,Informal,2020,109500,,
016704G003B,2020,,,11/17/20,,,143000,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04492R01,Informal,2020,143000,,
016704L017J,2020,,,11/19/20,,,146100,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04492R01,Informal,2020,146100,,
016704Q016A,2020,,,11/17/20,,,153400,,,RP,R,1,BATAVIA,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04492R01,Informal,2020,153400,,
016705A302.,2020,,,11/17/20,,,15000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,15000,,
016705A302T,2020,,,11/17/20,,,89700,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,89700,,
016705A303.,2020,,,11/17/20,,,15000,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,15000,,
016705A303T,2020,,,11/17/20,,,89700,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,89700,,
016705D302.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705D302T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705D303.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705D303T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705F302.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705F302T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705F303.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705F303T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705G302.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705G302T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705G303.,2020,,,11/17/20,,,8600,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,8600,,
016705G303T,2020,,,11/17/20,,,97200,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,97200,,
016705I302.,2020,,,11/17/20,,,500,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,500,,
016705I302T,2020,,,11/17/20,,,106400,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,106400,,
016705K302.,2020,,,11/17/20,,,400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,400,,
016705K302.,2020,,,11/10/20,,,400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,400,,
016705K302T,2020,,,11/17/20,,,106500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,106500,,
016705K303.,2020,,,11/17/20,,,400,,,RP,R,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,400,,
016705K303T,2020,,,11/17/20,,,106500,,,RP,E,1,,BATAVIA TWP / BATAVIA LSD,BATAVIA TWP , BATAVIA LSD,04500R01,Informal,2020,106500,,
